"Country","City/Town","Address/Location","Latitude","Longitude","Coordinates","Location Type","ID #","Incident Reporting Date","Incident Start Date","Incident End Date","Trafficking Type","Trafficking Sub-Type","Recruitment Method","Control Method","Transportation Method","Trafficker Nationality","Trafficker Gender","Trafficker Age","Victim Nationality","Victim Gender","Victim Age","Incident Summary","URL Source Article","Info Source","BoI Name","BOI Type","BoI Location","BoI Open Hours","Data Provider","Data Source"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aa9b","","","","Child Trafficking","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.businessinsider.in/international/news/an-anti-trafficking-operation-called-lost-angels-found-33-missing-children-in-los-angeles/articleshow/80437458.cms","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aaa0","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.mymix1061.com/news/33-missing-children-found-in-anti-human-trafficking-operation-in-southern-california/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aaa5","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.kkgb.com/news/33-missing-children-found-in-anti-human-trafficking-operation-in-southern-california/","Internet/URL","","","","","","tah"
"United States","","","","","31.00047,-92.0004","Unknown","600f6bc5c0bdab725fc8aa94","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.dailytelegraph.com.au/news/human-trafficking-operation-sees-33-missing-children-rescued-in-la/news-story/35fdeae914729e9775b6a63747a66808?nk=b5ebbe0edcc31a4a121624e8feaac2b7-1611502304","Internet/URL","","","","","","tah"
"United States","","","","","40.90056,-73.90639","Unknown","600f6bc5c0bdab725fc8aa94","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.dailytelegraph.com.au/news/human-trafficking-operation-sees-33-missing-children-rescued-in-la/news-story/35fdeae914729e9775b6a63747a66808?nk=b5ebbe0edcc31a4a121624e8feaac2b7-1611502304","Internet/URL","","","","","","tah"
"United States","","","","","31.00047,-92.0004","Unknown","600f6bc5c0bdab725fc8aa96","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.dailytelegraph.com.au/news/human-trafficking-operation-sees-33-missing-children-rescued-in-la/news-story/35fdeae914729e9775b6a63747a66808?nk=09d93cb59ca63cae3d193cca3e608fa5-1611505079","Internet/URL","","","","","","tah"
"United States","","","","","40.90056,-73.90639","Unknown","600f6bc5c0bdab725fc8aa96","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.dailytelegraph.com.au/news/human-trafficking-operation-sees-33-missing-children-rescued-in-la/news-story/35fdeae914729e9775b6a63747a66808?nk=09d93cb59ca63cae3d193cca3e608fa5-1611505079","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aaab","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.therebelrocks.com/news/33-missing-children-found-in-anti-human-trafficking-operation-in-southern-california/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aa93","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www1.cbn.com/cbnnews/us/2021/january/over-30-missing-children-rescued-in-california-during-joint-agency-human-trafficking-investigation","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Rescued","600f6bc5c0bdab725fc8aa93","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www1.cbn.com/cbnnews/us/2021/january/over-30-missing-children-rescued-in-california-during-joint-agency-human-trafficking-investigation","Internet/URL","","","","","","tah"
"United States","","","","","36.20509,-94.79773","Reference","600f6bc5c0bdab725fc8aa8e","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.latinpost.com/articles/149184/20210123/33-missing-children-rescued-los-angeles-human-trafficking-investigation.htm","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aa8e","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.latinpost.com/articles/149184/20210123/33-missing-children-rescued-los-angeles-human-trafficking-investigation.htm","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aaa3","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.og979.com/news/33-missing-children-found-in-anti-human-trafficking-operation-in-southern-california/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aaaf","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.max94one.com/news/33-missing-children-found-in-anti-human-trafficking-operation-in-southern-california/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aaa2","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://kvia.com/news/us-world/2021/01/23/33-missing-children-found-in-anti-human-trafficking-operation-in-southern-california/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","600f6bc5c0bdab725fc8aaa7","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.wjcw.com/news/33-missing-children-found-in-anti-human-trafficking-operation-in-southern-california/","Internet/URL","","","","","","tah"
"United States","","","","","39.52963,-119.8138","Source","600f6bc5c0bdab725fc8aa91","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.abc57.com/news/33-missing-children-found-in-anti-human-trafficking-operation-in-southern-california","Internet/URL","","","","","","tah"
